SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,PARK_ID,REGION,OS_ID,F_100ftRule,ZipCode,ParcelNumber,YearAcquired,STArea__,STLength__,Shape_Length,Shape_Area,shape_wkt
Cuneo Park,City of Boston,A97,3,East Boston,0.23069049,765 Saratoga Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Saratoga St. Play Area,BPRD,074,PARK_Maintenance_Region 1,74,YES,02128,0100925000,1969,NA,NA,0.001304326486447,1.02056293e-7,"MULTIPOLYGON (((-71.016507615999956 42.383624879000081, -71.016673934999972 42.383869646000051, -71.017010285999959 42.38374636900005, -71.016885362999972 42.383566777000055, -71.016866380999943 42.383539959000075, -71.016841395999961 42.38350420300003, -71.016507615999956 42.383624879000081)))"
Bennington Street Cemetery,City of Boston,Ch114S7/A97,4,East Boston,3.59002437,495 Bennington Street,Open Space District,Cemeteries & Burying Grounds,BPRD,BPRD,X,A,NA,BPRD,022,PARK_Cemetery Maintenance Request,22,YES,02128,0104274000,1838,NA,NA,0.005238269937008,1.588144668e-6,"MULTIPOLYGON (((-71.019968727999981 42.38080328500007, -71.020131571999968 42.381042721000028, -71.020546355999954 42.38165484600006, -71.022039534999976 42.381103240000073, -71.021455813999978 42.380252562000067, -71.019968727999981 42.38080328500007)))"
American Legion Playground,City of Boston,A97/LWCF/UPARR/PARC,3,East Boston,3.38059523,25 Glendon Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,009,PARK_Maintenance_Region 1,9,YES,02128,0100312000,1924,NA,NA,0.004932239118002,1.49552019e-6,"MULTIPOLYGON (((-71.028733409999973 42.381402843000046, -71.028892116999941 42.382502295000052, -71.030174018999958 42.38250430100004, -71.030177152999954 42.381408572000055, -71.028733409999973 42.381402843000046)))"
Prescott Square,City of Boston,A97,1,East Boston,0.27470842,2 Prescott Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,245,PARK_Maintenance_Region 1,245,YES,02128,0103200000,0,NA,NA,0.001626352504933,1.21524942e-7,"MULTIPOLYGON (((-71.030552000999933 42.381159880000041, -71.03055117699995 42.381268814000066, -71.031217545999937 42.38127359300006, -71.031021132999967 42.380983920000062, -71.030552000999933 42.381159880000041)))"
Putnam Square,City of Boston,A97,1,East Boston,0.26683779,70 Putnam Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,249,PARK_Maintenance_Region 1,249,YES,02128,0103148000,0,NA,NA,0.001634170947557,1.18041813e-7,NA
Paris Street Playground,City of Boston,A97,3,East Boston,1.28145011,115 Paris Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,226,PARK_Maintenance_Region 1,226,YES,02128,0105745000,1912,NA,NA,0.003541079032108,5.66806278e-7,NA
Brophy Park,City of Boston,A97/LWCF,3,East Boston,0.78252529,192 Webster Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Belmont Square,BPRD,033,PARK_Maintenance_Region 1,33,YES,02128,0104724000,0,NA,NA,0.002460288665066,3.46087976e-7,"MULTIPOLYGON (((-71.033111623999957 42.365893516000028, -71.033541596999953 42.366084682000064, -71.034014667999941 42.365489882000077, -71.03358239399995 42.365299955000069, -71.033111623999957 42.365893516000028)))"
Sumner & Lamson Street Playground,City of Boston,A97,3,East Boston,0.4786594,430 Sumner Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,296,PARK_Maintenance_Region 1,296,YES,02128,0105041000,1955,NA,NA,0.002056071628403,2.11697884e-7,"MULTIPOLYGON (((-71.032016164999959 42.365926284000068, -71.032108275999974 42.365966565000065, -71.032220027999983 42.366014262000078, -71.032380641999964 42.366082826000024, -71.032525140999951 42.366144516000077, -71.03268258199995 42.366211716000066, -71.032869342999959 42.365976977000059, -71.032198850999976 42.365687364000053, -71.032016164999959 42.365926284000068)))"
Condor Street Beach,City of Boston,A97/LWCF/Ch91/WPA/AUL,6,East Boston,2.74384399,300 Condor St.,Open Space District,Urban Wilds,BCC,BPRD,X,X,NA,BCC,NA,PARK_Maintenance_Region 1,1001,YES,02128,"0103711000,0103711001",0,NA,NA,0.006596029408534,1.213853959e-6,NA
East Boston Greenway,City of Boston,A97/WPA,2,East Boston,3.50179595,44 Marginal Street,Residential District,"Parkways, Reservations & Beaches",BPRD,BPRD,X,X,Mary Ellen Welch Greenway,BPRD,097,PARK_Maintenance_Region 1,97,YES,02128,"0103918002,0103920055,0105346060,0103918055,0105381055,0105346050,0105381060",0,NA,NA,0.017334622062756,1.548830631e-6,NA
Symphony Community Park,City of Boston,A97,3,Fenway/Longwood,0.47762132,39 Edgerly Road,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Morville Park,BPRD,298,PARK_Maintenance_Region 3,298,YES,02115,0401439000,1991,NA,NA,0.00238144279932,2.11168141e-7,NA
Edgerly Road Playground,City of Boston,A97,3,Fenway/Longwood,0.12319953,6 Edgerly Road,Special District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,099,PARK_Maintenance_Region 3,99,YES,02115,0401438000,1991,NA,NA,9.41113750053e-4,5.4470956e-8,NA
Commonwealth Avenue Mall II,City of Boston,A97/LWCF,1,Fenway/Longwood,0.97100545,"Commonwealth Ave btwn Charlesgate West & Kenmore St, nr Kenmore T Station",Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Commonwealth Ave Mall (west of Charlesgate),BPRD,063,PARK_Maintenance_Region 1,63,YES,02215,0503893500,0,NA,NA,0.004317868491188,4.29334318e-7,"MULTIPOLYGON (((-71.092943445999936 42.348904000000061, -71.092948912999987 42.349027274000036, -71.092951443999937 42.349091313000031, -71.092952447999949 42.349123748000068, -71.094889428999977 42.349085306000063, -71.094880099999955 42.34886203800005, -71.092943445999936 42.348904000000061)))"
Stony Brook Sewer Easement,Private,Sewer Easement,1,Fenway/Longwood,0.31277194,179 Hemenway Street,Residential District,"Malls, Squares & Plazas",Private,Private,N,X,Forsyth School Path,BWSC,NA,INFO_Reallocation From Dept,7015,NO,02115,NA,0,NA,NA,0.001881675978586,1.38276991e-7,"MULTIPOLYGON (((-71.091198931999941 42.341079935000039, -71.091434198999934 42.341161785000054, -71.091488200999947 42.341180491000046, -71.091893937999941 42.341320835000033, -71.091994067999963 42.341158534000044, -71.091332731999955 42.340926178000075, -71.091316758999938 42.340894930000047, -71.091198931999941 42.341079935000039)))"
Gallops Island,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Harbor Islands,25.09616381,NA,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3007,YES,NA,NA,0,NA,NA,0.01809883309256,1.1092539735e-5,NA
Lovells Island,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Harbor Islands,60.96030949,NA,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3008,YES,NA,NA,0,NA,NA,0.029289715645015,2.6945815044e-5,NA
Georges Island,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Harbor Islands,40.45542185,NA,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3009,YES,NA,NA,0,NA,NA,0.017983578972265,1.7879506014e-5,NA
Thompson Island,Private,A97/CR,2,Harbor Islands,169.88711477,"Boston Harbor, west of Harbor Point, Dorchester",Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR/NPS,Private,X,L,NA,NA,NA,INFO_Reallocation From Dept,7016,YES,NA,NA,0,NA,NA,0.051687497341706,7.5077030758e-5,NA
Connell Fields/Hickey Courts,Commonwealth of Massachusetts,A97,3,Hyde Park,16.78362459,256 Reservation Road,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,Smith Pond Playground,NA,NA,INFO_Reallocation From Dept,3017,YES,02136,NA,0,NA,NA,0.012614210911959,7.410191895e-6,NA
Weider Park,Commonwealth of Massachusetts,A97,3,Hyde Park,6.88371806,131 Dale Street,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,Sherrin&Dale St.,NA,NA,INFO_Reallocation From Dept,3018,YES,02136,NA,0,NA,NA,0.007404792676159,3.039951347e-6,NA
Monterey Hilltop,City of Boston,A97,6,Hyde Park,6.6723789,700 Beechmont Street,Residential District,Urban Wilds,BCC,BPRD,X,X,Beechmont Footpath,BCC,NA,PARK_Maintenance_Region 4,1002,YES,"02136, 02131","1808518018,1808518016,1808518015,1808518013,1808518012,1808518022,1808518019,1808518014,1808518023,1808518020,1808518024,1808585002,1808518021,1808518017,1808527000,1808525004,1808516000,1808585006,1808525002,1808526003,1808585007,1808526002,1808585005,1808585001,1808526001,1808525003",0,NA,NA,0.015748087101898,2.946606263e-6,NA
Sherrin Woods,City of Boston,LWCF/A97/WPA,6,Hyde Park,23.9488054,1 Marston Street,Residential District,Urban Wilds,BCC,BPRD,X,X,NA,BCC,NA,PARK_Maintenance_Region 4,1003,YES,02136,"1808199001,1808200000",0,NA,NA,0.016606547654065,1.0575569244e-5,NA
Doyle Playground,Commonwealth of Massachusetts,A97,3,Hyde Park,0.94494921,940 River Street,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3019,YES,02136,NA,0,NA,NA,0.004167024174118,4.17238846e-7,NA
West Street,City of Boston,A97,6,Hyde Park,2.50550925,2 West Street,Industrial District,Urban Wilds,BCC,BPRD,X,X,NA,BCC,NA,PARK_Maintenance_Region 4,1004,YES,02136,"1808754000,1808753000,1808754100",0,NA,NA,0.004524831688348,1.106228549e-6,NA
Dell Rock,City of Boston,A97,6,Hyde Park,1.30443674,40 Dell Avenue,Residential District,Urban Wilds,BPRD,BPRD,X,X,NA,BPRD,084,PARK_Maintenance_Region 4,84,YES,02136,1808897000,2004,NA,NA,0.003502924215733,5.75962506e-7,NA
Amatucci Playground,City of Boston,A97,3,Hyde Park,0.46590046,1460 Hyde Park Avenue,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,007,PARK_Maintenance_Region 4,7,YES,02136,1809365000,1958,NA,NA,0.00203103795044,2.0567706e-7,"MULTIPOLYGON (((-71.126377309999953 42.248692323000057, -71.126370927999972 42.248705329000074, -71.126719842999933 42.248800970000048, -71.126838776999989 42.248554286000058, -71.126219875999936 42.248310993000075, -71.126050823999947 42.248589667000033, -71.126040426999964 42.248586820000071, -71.126034094999966 42.248599005000074, -71.12620424499994 42.248644913000078, -71.126209357999983 42.248634510000045, -71.126377309999953 42.248692323000057)))"
Moynihan Playground,Commonwealth of Massachusetts,A97,3,Hyde Park,7.18634638,920 Truman Parkway,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3020,YES,02136,NA,0,NA,NA,0.008156888036163,3.172275305e-6,NA
Iacono/Readville Playground,City of Boston,A97,3,Hyde Park,4.91445698,150 Readville Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,160,PARK_Maintenance_Region 4,160,YES,02136,1812720000,1924,NA,NA,0.006738243880963,2.169240608e-6,NA
Camp Meigs,Commonwealth of Massachusetts,A97/ACEC,3,Hyde Park,2.86609263,11 Stanbro Street,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3021,YES,02136,NA,0,NA,NA,0.005076706228951,1.264995468e-6,NA
Jeremiah Hurley Memorial Park,City of Boston,A97,1,Hyde Park,0.07297276,0 (Zero) Wolcott Square,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Wolcott Square,BPRD,166,PARK_Maintenance_Region 4,166,YES,02136,1809488500,0,NA,NA,8.30583279142e-4,3.2208897e-8,"MULTIPOLYGON (((-71.132193115999939 42.237344594000035, -71.132352753999953 42.237548795000066, -71.132385124999985 42.237548147000041, -71.132526299999938 42.237447882000026, -71.132524399999966 42.237426830000061, -71.132204275999982 42.237338617000034, -71.132193115999939 42.237344594000035)))"
Stony Brook Recreation Complex,Commonwealth of Massachusetts,A97,3,Hyde Park,27.39579768,Corner Turtle Pond Parkway & River Street,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,Kelly/Factory Hill (Lawler)/Bajko/Olsen,NA,NA,INFO_Reallocation From Dept,3022,YES,02136,NA,0,NA,NA,0.01762481692795,1.2094189241e-5,NA
Williams Square,City of Boston,A97,1,Hyde Park,0.03806012,140 Williams Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,321,PARK_Maintenance_Region 4,321,YES,02136,ROW,0,NA,NA,6.12805933477e-4,1.6801337e-8,NA
Dana Avenue Urban Wild,Commonwealth of Massachusetts,A97,6,Hyde Park,0.77727645,NA,Industrial District,Urban Wilds,DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3023,YES,02136,NA,0,NA,NA,0.004520947330264,3.43156028e-7,NA
Mother Brook Reservation,Commonwealth of Massachusetts,A97,2,Hyde Park,30.3932866,NA,Residential District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,Mill Pond Reservation,NA,NA,INFO_Reallocation From Dept,3024,YES,02136,NA,0,NA,NA,0.029884763996396,1.3416778869e-5,NA
Mission Hill Playground,City of Boston,A97/LWCF/PARC/UPARR,3,Mission Hill,2.76091639,60 Smith Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Sheehy-Smith Playground,BPRD,199,PARK_Maintenance_Region 3,199,YES,02120,1000011000,1913,NA,NA,0.004980024209073,1.220447456e-6,NA
Gibbons Playground,City of Boston,A97,3,Mission Hill,0.10489913,23 Delle Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Delle Avenue Playground,BPRD,133,PARK_Maintenance_Region 3,133,YES,02120,"1000532000,1000531000,1000530000",0,NA,NA,8.96274863519e-4,4.6368668e-8,"MULTIPOLYGON (((-71.098229191999962 42.331262441000035, -71.098278419999986 42.331280149000065, -71.098333600999979 42.331299534000038, -71.098376731999963 42.331314772000042, -71.098535968999954 42.331085727000072, -71.098493660999964 42.33106932000004, -71.098439285999973 42.331048757000076, -71.09836306699998 42.331020943000055, -71.098229191999962 42.331262441000035)))"
Mozart Street Playground,City of Boston,A97/LWCF/UPARR,3,Jamaica Plain,0.80633748,10 Mozart Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Holland Plgd,BPRD,209,PARK_Maintenance_Region 3,209,YES,02130,1002268000,1959,NA,NA,0.002395462157182,3.56377569e-7,"MULTIPOLYGON (((-71.104477503999988 42.322046334000049, -71.10435139599997 42.322055713000054, -71.104231238999944 42.322064213000033, -71.104178437999963 42.32206853200006, -71.104194399999983 42.322193278000043, -71.104212836999977 42.322329646000071, -71.104219648999958 42.322384948000035, -71.104236972999956 42.32250528700007, -71.104264393999983 42.322718301000066, -71.104814721999958 42.322656094000081, -71.104729835999933 42.322028476000071, -71.104477503999988 42.322046334000049)))"
Beecher Street Play Area,City of Boston,A97,3,Jamaica Plain,0.17425732,20 Beecher Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,019,PARK_Maintenance_Region 3,19,YES,02130,1900350000,0,NA,NA,0.001181728416758,7.7011601e-8,"MULTIPOLYGON (((-71.106657515999984 42.318194960000028, -71.106998679999947 42.318364572000064, -71.107126755999957 42.318232217000059, -71.10679543599997 42.318020864000061, -71.106794348999983 42.318019960000072, -71.106657515999984 42.318194960000028)))"
Lawrence Farm,Private,AP/Ch61A (Part),7,Jamaica Plain,41.16174036,NA,Conservation Protection Subdistrict,Open Land,TTOR,Private,X,N,Allandale Farm,NA,NA,INFO_Reallocation From Dept,7021,YES,02130,NA,0,NA,NA,0.020803457154464,1.818682228e-5,NA
Soldier's Monument,City of Boston,A97,1,Jamaica Plain,0.13269933,1 South Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,L,NA,BPRD,341,PARK_Maintenance_Region 3,341,YES,02130,1901530000,0,NA,NA,0.001109221786217,5.8637317e-8,NA
English H.S. Athletic Fields,City of Boston,NA,3,Jamaica Plain,7.63385649,20 Williams Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPS,BPRD,N,X,NA,BPS,107,PARK_Maintenance_Region 3,107,YES,02130,"1102534010,1102600000",0,NA,NA,0.011542861870181,3.37313993e-6,NA
Johnson Park II,MBTA,A97,3,Jamaica Plain,0.17065004,Lamartine & Green Streets,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,DCR,X,X,NA,NA,NA,INFO_Reallocation From Dept,2013,YES,02130,NA,0,NA,NA,0.001705181498332,7.5409442e-8,"MULTIPOLYGON (((-71.107355833999975 42.311483561000045, -71.10774788599997 42.310871683000073, -71.107650350999961 42.310828107000077, -71.107246569999973 42.311470891000056, -71.107312581999963 42.311466705000043, -71.107355833999975 42.311483561000045)))"
Johnson Park I,Commonwealth of Massachusetts,A97,3,Jamaica Plain,2.60107857,Lamartine & Green Streets,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3025,YES,02130,NA,0,NA,NA,0.004657747099451,1.149405352e-6,NA
Mahoney Square,City of Boston,A97,1,Jamaica Plain,0.06022025,399P Centre Street,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Hyde Sq., Centre Square",BPRD,185,PARK_Maintenance_Region 3,185,YES,02130,1900192500,0,NA,NA,5.88020210405e-4,2.6615395e-8,NA
Back of the Hill Urban Wild,City of Boston,A97/LWCF/USH,6,Mission Hill,3.71651636,60 Ellingwood Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,NA,BCC,NA,PARK_Maintenance_Region 3,1005,YES,"02130, 02120",1001491100,0,NA,NA,0.008546710641577,1.642784811e-6,NA
Thetford/Evans Playground,City of Boston,A97,3,Dorchester,0.68323995,15 Evans Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,302,PARK_Maintenance_Region 2,302,YES,02124,1701995000,1955,NA,NA,0.002244958892913,3.01786649e-7,NA
Woodhaven,City of Boston,A97,6,Mattapan,1.22255794,60 Woodhaven Street,Residential District,Urban Wilds,BCC,BPRD,X,X,NA,BCC,NA,PARK_Maintenance_Region 2,1006,YES,02126,"1801850000,1801851000",0,NA,NA,0.003095876015555,5.39908146e-7,"MULTIPOLYGON (((-71.095697829999949 42.271758843000043, -71.095428679999941 42.271941044000073, -71.095718462999969 42.272078324000063, -71.096253410999964 42.272332802000051, -71.096452686999953 42.272119650000036, -71.09672311199995 42.271830365000028, -71.096064657999989 42.271515556000054, -71.095697829999949 42.271758843000043)))"
Gladeside,City of Boston,A97/WPA,6,Mattapan,10.2901724,12 Gladeside Terrace,Open Space District,Urban Wilds,BCC,BPRD,X,X,NA,BCC,NA,PARK_Maintenance_Region 2,1007,YES,02126,1800113600,0,NA,NA,0.011008880751774,4.544541041e-6,NA
Willowwood Rock,City of Boston,A97,6,Dorchester,0.55885732,30 Willlowwood Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,NA,BCC,NA,PARK_Maintenance_Region 2,1008,YES,02124,"1403567000,1403569000,1403570000,1403571000,1403568000",0,NA,NA,0.002071636193138,2.46855681e-7,NA
Msgr. Francis A. Ryan Park,Commonwealth of Massachusetts,A97,3,Mattapan,6.14183116,330 River Street,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3026,YES,02126,NA,0,NA,NA,0.008811760941187,2.712284603e-6,NA
Walker Playground,City of Boston,A97/UPARR/USH,3,Mattapan,5.95395056,550 Norfolk Street,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,310,PARK_Maintenance_Region 2,310,YES,02126,1800824000,1912,NA,NA,0.00793450869893,2.629649413e-6,NA
